candidate_id,source_file,text,sentence_count,word_count,fkgl,contains_number,contains_currency,contains_percentage,contains_date_or_time,contains_financial_term,contains_forecast_or_guidance,contains_profit_or_margin_term,contains_cost_or_expense_term,contains_cash_or_balance_sheet_term
F00077,financial_institution\amazon_barclaycard_tandc.txt,Please make sure you consider the interest and fees that will be Giving you another card added to your account at the time of producing your statement We may give you another card as a replacement or extra card at any time – • You should make sure you keep enough available balance to not go this includes a new digital card as well as a new physical card if you have one.,1,73,28.4,False,False,False,False,False,False,False,False,False
F00078,financial_institution\amazon_barclaycard_tandc.txt,"over your credit limit when these are added It may have different features from your existing card, including a different • To help you do this, an estimate of the interest that will be charged number, branding or card scheme.",1,40,16.9,False,False,False,False,True,True,False,False,False
F00079,financial_institution\amazon_barclaycard_tandc.txt,"the following month is included on your statement From time to time, we may offer you an upgrade or a change to a feature of your card.",1,27,10.2,False,False,False,False,False,False,False,False,False
F00080,financial_institution\amazon_barclaycard_tandc.txt,This may sometimes include new or increased fees as well as extra or changed benefits.,1,15,6.8,False,False,False,False,False,False,False,False,False
F00081,financial_institution\amazon_barclaycard_tandc.txt,"If you choose the upgrade or change, we’ll amend the Your simple standard and cash interest rates will move up and down in line terms of this agreement to reflect the change from the date of the upgrade or with the Base Rate.",1,43,15.4,False,False,False,False,True,False,False,False,True
F00082,financial_institution\amazon_barclaycard_tandc.txt,"If you’re a new customer, this will start from the day after change. We may also send you another card or upgrade your account to give your account is opened.",2,30,6.0,False,False,False,False,False,False,False,False,False
F00083,financial_institution\amazon_barclaycard_tandc.txt,We may also send you another card or upgrade your account to give your account is opened.,1,17,7.7,False,False,False,False,False,False,False,False,False
F00084,financial_institution\amazon_barclaycard_tandc.txt,Your promotional interest rate will not move in line with the Base Rate. When you shouldn’t use your card You mustn’t use your card for any illegal purposes or to make certain types When changes take effect of restricted transactions.,2,40,9.3,False,False,False,False,True,False,False,False,False
F00085,financial_institution\amazon_barclaycard_tandc.txt,When you shouldn’t use your card You mustn’t use your card for any illegal purposes or to make certain types When changes take effect of restricted transactions.,1,27,12.9,False,False,False,False,False,False,False,False,False
F00086,financial_institution\amazon_barclaycard_tandc.txt,"We’ll give you information about which types of If the Base Rate changes, your simple standard and cash interest rates will transaction are not allowed from time to time.",1,29,12.0,False,False,False,False,True,False,False,False,True
F00087,financial_institution\amazon_barclaycard_tandc.txt,You can’t use your card for change in line with the new Base Rate on the day after your next statement gaming transactions.,1,23,7.7,False,False,False,False,False,False,False,False,False
F00088,financial_institution\amazon_barclaycard_tandc.txt,"Gaming transactions include gambling, betting and date. Your statement date is the date on which your monthly statement is other transactions such as buying lottery tickets or gaming chips or spending normally produced.",2,33,10.5,False,False,False,False,False,False,False,False,False
F00089,financial_institution\amazon_barclaycard_tandc.txt,Your statement date is the date on which your monthly statement is other transactions such as buying lottery tickets or gaming chips or spending normally produced.,1,26,13.2,False,False,False,False,False,False,False,False,False
F00090,financial_institution\amazon_barclaycard_tandc.txt,We’ll tell you when this is after your account is opened. money on a gambling website or at a gambling establishment.,1,21,7.0,False,False,False,False,False,False,False,False,False
F00091,financial_institution\amazon_barclaycard_tandc.txt,Sometimes we won’t be able to stop a gaming transaction and it’ll be added to your account.,1,17,7.7,False,False,False,False,False,False,False,False,False
F00092,financial_institution\amazon_barclaycard_tandc.txt,"If you’re a new customer, any changes in the Base Rate which take place If this happens it’ll be added to the cash balance and we’ll charge the account before your first statement date won’t affect your simple standard and cash usage fee that applies to cash transactions and no minimum charge will apply.",1,54,21.6,False,False,False,False,False,False,False,True,True
F00093,financial_institution\amazon_barclaycard_tandc.txt,interest until the day after your second statement date.,1,9,6.3,False,False,False,False,False,False,False,False,False
F00094,financial_institution\amazon_barclaycard_tandc.txt,Your card is for personal use and you shouldn’t use it for business purposes.,1,14,6.7,False,False,False,False,False,False,False,False,False
F00095,financial_institution\amazon_barclaycard_tandc.txt,"Telling you about changes to the Base Rate If we’re worried your card is being misused, we can put a stop on it.",1,23,8.3,False,False,False,False,False,False,False,False,False
F00096,financial_institution\amazon_barclaycard_tandc.txt,"Because your interest rates will move in line with the Base Rate, we’ll send you a summary each year telling you how the Base Rate has changed over the 7.",1,30,10.3,True,False,False,False,True,False,False,False,False
F00097,financial_institution\amazon_barclaycard_tandc.txt,"Credit limit past year. If you get monthly statements, you’ll be able to see the information We set your credit limit according to your circumstances, your account usage about the Base Rate changes on those. and history, information from other parts of the Barclays Group, information If you or we close your account, we won’t move your interest rates in line we receive from credit reference agencies, and any other information we with the Base Rate.",2,76,12.6,False,False,False,False,True,False,False,False,False
F00098,financial_institution\amazon_barclaycard_tandc.txt,"If you get monthly statements, you’ll be able to see the information We set your credit limit according to your circumstances, your account usage about the Base Rate changes on those. and history, information from other parts of the Barclays Group, information If you or we close your account, we won’t move your interest rates in line we receive from credit reference agencies, and any other information we with the Base Rate.",1,72,16.8,False,False,False,False,True,False,False,False,False
F00099,financial_institution\amazon_barclaycard_tandc.txt,You won’t be able to make any more transactions on your think is relevant.,1,14,6.7,False,False,False,False,False,False,False,False,False
F00100,financial_institution\amazon_barclaycard_tandc.txt,"account after you tell us to close your account, and you must repay us your We tell you what your credit limit is when we first open your account.",1,29,10.8,False,False,False,False,True,False,False,False,False
F00101,financial_institution\amazon_barclaycard_tandc.txt,We’ll outstanding balances within a reasonable period. then review it from time to time.,2,14,8.2,False,False,False,False,False,False,False,False,False
F00102,financial_institution\amazon_barclaycard_tandc.txt,"If we change your credit limit, we’ll let you If the Bank of England Base Rate is no longer available or changes know.",1,23,9.3,False,False,False,False,True,False,False,False,False
F00103,financial_institution\amazon_barclaycard_tandc.txt,"significantly, we’ll decide whether it’s reasonable to replace it with another Managing your credit limit rate or whether to make other changes to how we calculate interest.",1,27,16.4,False,False,False,False,True,False,False,False,False
F00104,financial_institution\amazon_barclaycard_tandc.txt,"In both cases, we’ll tell you about these changes beforehand.",1,10,6.0,False,False,False,False,False,False,False,False,False
F00105,financial_institution\amazon_barclaycard_tandc.txt,"If we reduce your credit limit based on an assessment of risk or your ability to repay, we have the right to not give you any notice beforehand if we think this 10.",1,33,13.7,True,False,False,False,True,False,False,False,False
F00106,financial_institution\amazon_barclaycard_tandc.txt,"Changes that we may make to your standard and wouldn’t be appropriate (but, we may choose to give you up to seven days’ cash interest rates notice).",1,27,10.7,False,False,False,False,True,False,False,False,True
F00107,financial_institution\amazon_barclaycard_tandc.txt,"We won’t reduce your credit limit to less than your total outstanding balance, plus any transactions authorised but not yet charged to your As well as your simple standard and cash interest rates moving up and down account.",1,38,16.3,False,False,False,False,True,False,False,False,True
F00108,financial_institution\amazon_barclaycard_tandc.txt,"in line with the Base Rate, your interest rate may change for the reasons set out below. In some cases, we may allow an increase in your credit limit for a short period, which we’ll tell you.",2,37,6.6,False,False,False,False,True,False,False,False,False
F00109,financial_institution\amazon_barclaycard_tandc.txt,"In some cases, we may allow an increase in your credit limit for a short period, which we’ll tell you.",1,20,8.1,False,False,False,False,True,False,False,False,False
F00110,financial_institution\amazon_barclaycard_tandc.txt,"If we do this, we’ll reduce your limit back down at Any change that we make will be reasonably proportionate to the effect the the end of that period, even if that reduces your limit to less than your total change has on us.",1,44,17.9,False,False,False,False,False,False,False,False,False
F00111,financial_institution\amazon_barclaycard_tandc.txt,"Changes due to risk 13. Making transactions We may increase or decrease your interest rate (or rates) based on the risk of You can use your card to make transactions such as purchases, cash lending to you.",2,37,7.3,True,False,False,False,True,False,False,False,True
F00112,financial_institution\amazon_barclaycard_tandc.txt,"Making transactions We may increase or decrease your interest rate (or rates) based on the risk of You can use your card to make transactions such as purchases, cash lending to you.",1,32,12.7,False,False,False,False,True,False,False,False,True
F00113,financial_institution\amazon_barclaycard_tandc.txt,"Some of the things that may affect our decision are: withdrawals or cash-like transactions, balance or money transfers, and any other use that we allow, including using another service provider to make • If you don’t keep to these terms and conditions, such as failing to make an online payment on your behalf, with your permission.",1,56,24.3,False,False,False,False,False,False,False,False,True
F00114,financial_institution\amazon_barclaycard_tandc.txt,"But, if you want to your minimum payment by the payment due date or going over your make cash withdrawals from ATMs, you’ll need to ask us to give you a physical credit limit card if you don’t already have one.",1,41,16.2,False,False,False,False,True,False,False,False,True
F00115,financial_institution\amazon_barclaycard_tandc.txt,• The way you manage and use your account or any other account you have with us.,2,17,6.1,False,False,False,False,False,False,False,False,False
F00116,financial_institution\amazon_barclaycard_tandc.txt,The way you manage and use your account or any other account you have with us.,1,16,6.1,False,False,False,False,False,False,False,False,False
F00117,financial_institution\amazon_barclaycard_tandc.txt,"We’ll look at how you make repayments, your repayment history, If you want to make a transaction using your card or card details, you’ll need and how much of your credit limit you use to approve it so that we can check it’s genuine.",1,44,17.4,False,False,False,False,True,False,False,False,False
F00118,financial_institution\amazon_barclaycard_tandc.txt,"You can do this using one of the following: • Information that we get from others such as credit reference agencies, our own information and information from within the Barclays Group •",1,32,16.2,False,False,False,False,True,False,False,False,False
F00119,financial_institution\amazon_barclaycard_tandc.txt,"The card itself if you have a physical card or another device such as a mobile phone, to confirm your identity Changes due to legal or regulatory changes • A password, passcode, personal identifier, codes, personal identification We may change your interest rates, including making changes to the way we number (PIN) charge interest, if there’s a change in legal or regulatory requirements that • Biometric data such as voice recognition or behavioural data affects us. •",1,77,34.0,False,False,False,False,True,False,False,True,False
F00120,financial_institution\amazon_barclaycard_tandc.txt,"A combination of the above, such as your card and PIN Changes for other reasons How we authorise your transactions As this contract has no fixed end date, from time to time we may need to make changes for reasons that aren’t set out here.",1,45,17.7,False,False,False,False,False,False,False,False,False
F00121,financial_institution\amazon_barclaycard_tandc.txt,"As long as you can end this When deciding whether we should authorise a transaction or not, we take agreement without charge, we may make changes to interest rates, or change into account amounts of money that have already been authorised but the way we charge interest for reasons that aren’t set out here.",1,54,22.3,False,False,False,False,True,False,False,True,False
F00122,financial_institution\amazon_barclaycard_tandc.txt,"haven’t already been added to your account, as well as interest, fees or charges that you might have to pay.",1,20,7.6,False,False,False,False,False,False,False,True,False
F00123,financial_institution\amazon_barclaycard_tandc.txt,"Giving you notice of changes When you make a transaction from your account, we can’t change or cancel If we make a change to your interest rates (other than a change caused by the it unless you withdraw your approval.",1,40,15.6,False,False,False,False,True,False,False,False,False
F00124,financial_institution\amazon_barclaycard_tandc.txt,"You can only do this if the transaction Base Rate), we’ll tell you about the change and when it’ll apply.",1,20,7.0,False,False,False,False,False,False,False,False,False
F00125,financial_institution\amazon_barclaycard_tandc.txt,"We’ll do this is approved for a future date (for example, if you set up a regular payment) either by including a message in the app or on your monthly statement or by by contacting us or the retailer by the end of the business day before the sending you an email, but sometimes we may send a separate written notice transaction is due to be made.",1,67,27.3,False,False,False,False,False,False,False,False,False
F00126,financial_institution\amazon_barclaycard_tandc.txt,"by post, SMS message or any other written communication.",1,9,10.2,False,False,False,False,False,False,False,False,False
F00127,financial_institution\amazon_barclaycard_tandc.txt,"We’ll give you at least 30 days’ notice unless we reduce any of your interest If you contact us to cancel a regular payment, you may also want to contact rates, in which case, we may give you less notice.",1,40,15.6,True,False,False,False,False,False,False,False,False
F00128,financial_institution\amazon_barclaycard_tandc.txt,the retailer to ask them to stop requesting payments.,1,9,6.3,False,False,False,False,False,False,False,False,False
F00129,financial_institution\amazon_barclaycard_tandc.txt,"We’ll try our best to stop the transaction from going through - but if for any reason it’s taken after Let us know if you decide that you want to close your account after the you’ve asked for it not to be, we’ll refund the amount and any related interest change takes place. or fees.",1,55,21.2,False,False,False,False,False,False,False,False,False
