candidate_id,source_file,text,sentence_count,word_count,fkgl,contains_number,contains_currency,contains_percentage,contains_date_or_time,contains_financial_term,contains_forecast_or_guidance,contains_profit_or_margin_term,contains_cost_or_expense_term,contains_cash_or_balance_sheet_term,text_simplified_reference,annotator_id,confidence,notes,jargon_terms
20,cfpb_credit_card_guide.txt,This answer guide provides possible answers for the Getting a credit card and using it wisely worksheet. Keep in mind that students answers may vary. The important thing is for students to have reasonable justification for their answers.,3,38,8.6,False,False,False,True,True,False,False,False,False,,,,,
21,sec_interest_rate_risk.txt,"For example, as the table below illustrates, lets say a treasury bond offers a 3 coupon rate, and a year later market interest rates fall to 2 . The bond will still pay a 3 coupon rate, making it more valuable than new bonds paying just a 2 coupon rate.",2,50,10.2,True,False,False,True,True,False,False,False,False,,,,,
22,hsbc_personal_loan_tandc.txt,We charge a fixed amount of interest which we add to the loan when we open the loan account. The total amount payable What are our rights if you miss a repayment by you is the sum of interest and the loan.,2,42,7.8,False,False,False,False,True,False,False,True,False,,,,,
23,hsbc_credit_card_tandc.txt,"You mustnt use your card for any illegal purposes or to make certain types. When changes take effect of restricted transactions. Well give you information about which types of If the Base Rate changes, your simple standard and cash interest rates will transaction are not allowed from time to time.",2,50,9.1,False,False,False,False,True,False,False,False,True,,,,,
24,cfpb_secured_unsecured_loans.txt,Suggested activities include Qualifying for loans and Calculating loan payments. You also may consider having students get an estimated credit score at the FICO Score Estimator1 at fico-credit-score-estimator estimator. The CFPB does not endorse this third party or guarantee the accuracy of this third-party information.,2,48,14.6,True,False,False,True,True,True,False,True,False,,,,,
25,bank_of_scotland_cc_tandc.txt,The cost to use your credit card depends on the interest rates and any introductory or promotional offers you have. What is the interest rate? We use both simple and effective rates when we explain the interest rates we charge you.,3,42,8.2,False,False,False,False,True,False,False,True,False,,,,,
26,fca_consumer_credit_guide.txt,"Financial crime and intelligence All consumer credit firms are required to put in place systems and controls to mitigate the risk that they may be used to further financial crime. We look at the measures firms take to monitor, detect and prevent financial crime risk effectively.",2,46,12.9,False,False,False,True,True,False,False,False,False,,,,,
27,cfpb_credit_card_guide.txt,"Using credit: In your own words, explain how a credit card works. When you use a credit card, someone lends you money to buy something.",3,30,5.3,False,False,False,False,True,False,False,False,False,,,,,
28,nationwide_mortgage_conditions.txt,e'll make sure any increase in your interest rate is Changes to your property proportionate to the reason for increasing it. You must not change the structure of your property or extend it in a way that reduces its value.,2,42,9.6,False,False,False,False,True,False,False,False,False,,,,,
29,fca_consumer_credit_guide.txt,We wrote to firms to tell them when they should apply. Authorisation is our equivalent of the OFT consumer credit licensing regime. Firms that want to carry on regulated activities must apply for authorisation (unless they are exempt or an appointed representative).,3,42,11.5,False,False,False,False,True,False,False,False,False,,,,,
30,cfpb_credit_card_guide.txt,"Why is it a good idea to pay your entire credit card bill each month? If you can pay your entire bill every month, you wont have to pay interest. That makes credit less expensive for you.",3,37,4.8,False,False,False,True,True,False,False,False,False,,,,,
31,hsbc_credit_card_tandc.txt,"For example, proof of identity. We can also cancel or suspend the use of the account where: Youve been in persistent debt for two 18-month periods in a row. That means youve paid more interest, fees and charges than the amount youve repaid.",2,45,6.2,True,False,False,True,True,False,False,True,False,,,,,
32,bank_of_scotland_cc_tandc.txt,Well charge a default fee and interest on it.  If you keep missing payments We can require you to pay back your full balance if you dont pay missed payments when we ask.,3,41,5.9,False,False,False,False,True,False,False,True,False,,,,,
33,fca_consumer_credit_guide.txt,"These are led by our Competition Department. Market studies analyse the effectiveness of competition in different markets, and identify areas where we can intervene to promote more effective competition. The purpose of a market study is to understand whether competition is working effectively in the interests of consumers.",3,48,14.5,False,False,False,False,True,False,False,False,False,,,,,
34,bank_of_scotland_cc_tandc.txt,How much does it cost to use a credit card? The cost to use your credit card depends on the interest rates and any introductory or promotional offers you have.,2,30,8.0,False,False,False,False,True,False,False,True,False,,,,,
35,sec_interest_rate_risk.txt,"Maturity can also affect interest rate risk. The longer the bonds maturity, the greater the risk that the bonds value could be impacted by changing interest rates prior to maturity, which may have a negative effect on the price of the bond.",2,42,11.1,False,False,False,True,True,False,False,False,False,,,,,
36,bank_of_scotland_cc_tandc.txt,"We dont pay interest on credit balances or take them into account for any loyalty or reward schemes. Paying by Direct Debit You can set up a Direct Debit, for example to pay the minimum payment, a fixed amount, or the full balance each month.",2,46,10.8,False,False,False,True,True,False,False,True,False,,,,,
37,nationwide_current_account_tandc.txt,"We wont be responsible if you ask us to make a payment to another person and the recipients bank delays crediting the money to the recipients account. This could happen if, for example, they need to carry out security checks.",2,40,10.2,False,False,False,False,True,False,False,True,False,,,,,
38,barclaycard_general_tandc.txt,"Some people may want to get a secured credit card if they cant get an unsecured credit card. This gives you a credit card and helps to build up your credit record if you pay it on time, every time.",3,50,7.8,False,False,False,True,True,False,False,False,False,,,,,
39,barclaycard_general_tandc.txt,"Once you ve told us youre withdrawing from this agreement, youll have 30 days to pay back anything youve spent on your card. If you dont repay us within 30 days, we may charge interest in line with the terms of this agreement.",2,42,7.9,True,False,False,True,True,False,False,True,False,,,,,
40,fca_consumer_lending_strategy.txt,"We will work closely with the Government and industry on this. We published our consultation paper , on strengthening protections for consumers in financial difficulty, moving aspects of the Tailored Support Guidance (TSG) for Consumer Credit and Mortgages into our Handbook on a permanent basis.",2,49,15.2,False,False,False,False,True,True,False,False,False,,,,,
41,amazon_barclaycard_tandc.txt,"Before we make a promotional offer We may also charge you an amount to cover any other reasonable costs or available, well tell you the terms of the promotion. Theres more information losses we must pay if you break this agreement. below on the interest rate(s) associated with promotional balances.",2,50,11.0,False,False,False,True,True,False,True,True,False,,,,,
42,amazon_barclaycard_tandc.txt,"If you become bankrupt (or enter into a voluntary arrangement with your We may also sell your debt on to another organisation. If you have other creditors) or if we believe this is likely to happen accounts with Barclays, we may use money in those accounts to pay us.",2,49,12.5,False,False,False,True,True,False,False,False,False,,,,,
43,nationwide_mortgage_conditions.txt,"When you take out this mortgage, you appoint us to be your attorney. These powers will only end when you have paid back all the money you owe us and we no longer have a legal charge over the property.",2,45,7.6,False,False,False,False,True,False,False,True,False,,,,,
44,barclaycard_general_tandc.txt,"You wont be able to use a claim against the retailer (or anyone else) to make a claim against us, or to refuse to pay us. However, this doesnt affect your rights under Section 75 of the Consumer Credit Act 1974 (or any replacement act or rule).",2,47,10.4,True,False,False,False,True,False,False,False,False,,,,,
45,hsbc_credit_card_tandc.txt,This could also include interest charged on any amounts carried over from your June statement. We also charge interest on trailing interest so even if you pay the trailing interest in full in September we may charge further interest on the account.,2,42,12.0,False,False,False,True,True,False,False,True,False,,,,,
46,cfpb_secured_unsecured_loans.txt,"Wrap-up If time allows, ask students to complete an exit ticket responding to the following prompt: How would you describe the difference between a secured and an unsecured loan? Consider searching for other CFPB activities that address the topic of borrowing, including getting loans and managing credit.",2,50,14.4,False,False,False,False,True,False,False,False,False,,,,,
47,fca_consumer_lending_strategy.txt,"Offering new products can potentially present risks to consumers, as well as benefits. Clear responsibility for new products, and accountability through the Senior Manager Regime, is a priority to ensure good outcomes for, and fair treatment of, consumers.",2,38,14.2,False,False,False,False,False,False,False,False,False,,,,,
48,nationwide_savings_tandc.txt,"You have, or we reasonably believe you have, used the account for illegal or fraudulent purposes. By keeping your account open, we reasonably believe we may: break a law, regulation, code, court order or other duty, be exposed to action from a regulator, government or law enforcement agency.",2,50,14.9,False,False,False,True,False,False,False,False,False,,,,,
49,amazon_barclaycard_tandc.txt,"With your account, well give you a digital card which you can access in the app linked to your account. Youll be able to use the digital card in some digital wallets, and the digital card details for online transactions.",2,47,9.0,False,False,False,False,False,False,False,False,False,,,,,
50,hsbc_summary_box.txt,If you're late making the minimum payment: £12. If you're over your credit limit (even if we've allowed you to go over): £12. If a payment is returned unpaid: £5.,3,32,6.0,True,True,False,False,True,False,False,True,False,,,,,
51,amazon_barclaycard_tandc.txt,You can find a link to the current Base Rate in the frequently asked questions section of the app. Your promotional interest rate will not move in line with the Base Rate.,2,35,6.5,False,False,False,False,True,False,False,False,False,,,,,
52,cfpb_secured_unsecured_loans.txt,"If time allows, ask students to complete an exit ticket responding to the following prompt: How would you describe the difference between a secured and an unsecured loan?",2,48,14.7,False,False,False,False,True,False,False,False,False,,,,,
53,hsbc_personal_loan_tandc.txt,"You must repay the loan, without delay, within 30 days, starting the day after you tell us that you want to withdraw, together with interest for each day until you repay. We wont charge any interest if you repay the loan in full within 14 days starting the day we provide the loan. You can repay by calling us or by visiting one of our branches.",2,47,9.3,True,False,False,True,True,False,False,True,False,,,,,
54,cfpb_consumer_advisory.txt,"The company tells you it can get rid of the negative credit information in your credit report in a short period (even if that information is accurate and up-to-date), promises a specific increase in credit score, or guarantees results. No one can do this.",2,50,12.6,False,False,False,False,True,False,False,False,False,,,,,
55,cfpb_secured_unsecured_loans.txt,"Print a single-sided copy of the ""Items you can purchase with secured or unsecured loans"" game cards in this guide on a second color of paper for each student group.",2,36,13.8,False,False,False,False,True,False,False,False,False,,,,,
56,hsbc_personal_loan_tandc.txt,"You can repay all, or part, of the loan early by giving us notice in writing or by telephone. If you give us notice, we will tell you the amount needed to repay the loan in full within the next 28 days (or on a later date you tell us).",3,43,9.0,True,False,False,True,True,False,False,False,False,,,,,
57,cfpb_consumer_advisory.txt,Consider products that help you rebuild your credit. Products like secured credit cards andcredit builder loans are specifically designed to help you build a positive credit history.,3,31,11.5,False,False,False,False,True,False,False,False,False,,,,,
58,cfpb_credit_card_guide.txt,"Some people may want to get a secured credit card if they cant get an unsecured credit card. This gives you a credit card and helps to build up your credit record if you pay it on time, every time.",3,50,7.8,False,False,False,True,True,False,False,False,False,,,,,
59,fca_consumer_lending_strategy.txt,"For credit unions in particular, we have seen this result in further rationalisation and an increase in Transfers of Engagement. Boards should proactively plan ahead, including succession planning, as this supports effective governance which is fundamental to the viability of the business and delivering good consumer outcomes.",2,47,16.9,False,False,False,False,True,False,False,False,False,,,,,
60,fca_consumer_credit_guide.txt,We collect data from all regulated firms on a regular basis. This is a key part of our approach to supervision. The information we collect is an important aid to our work: it identifies trends and emerging risks and helps us to monitor compliance.,3,46,8.9,False,False,False,False,False,False,False,False,False,,,,,
61,hsbc_personal_loan_tandc.txt,"In any of these cases, we can: demand immediate repayment of the loan; disclose information about you and the conduct of your loan to licensed credit reference agencies (which may make it more difficult for you to borrow in future); restrict access to credit on other accounts you have with us (such as an overdraft or credit card);",2,47,25.5,False,False,False,True,True,False,False,True,False,,,,,
62,barclaycard_general_tandc.txt,You can find the current Base Rate on our website or by calling customer services. Your promotional or purchase plan interest rates will not move in line with the Base Rate.,2,31,7.6,False,False,False,False,True,False,False,False,False,,,,,
63,hsbc_credit_card_tandc.txt,"For example, if an additional cardholder makes a payment that takes the amount on the account over the credit limit, youre responsible for that. Well cancel an additional card when you tell us to.",3,45,9.8,False,False,False,False,True,False,False,True,False,,,,,
64,sec_interest_rate_risk.txt,"Lenders may offer people with higher credit scores unsecured loans. These loans require no collateral, so the bank or lending institution is trusting that these borrowers will pay them back. This trust is based on their credit history,what borrowers have done in the past that gives them a good credit rating.",2,48,9.5,False,False,False,True,True,False,False,False,False,,,,,
65,hsbc_summary_box.txt,"We won't charge interest on any purchases shown in a statement if you pay the full transaction balance and any monthly instalment plan payments by the payment due date. Otherwise, the period over which interest is charged will be: From: Date charged to your account Until: Paid in full.",2,31,12.0,False,False,False,False,True,False,False,True,False,,,,,
66,bank_of_scotland_cc_tandc.txt,This table shows when different fees apply and what interest we may charge on them for transactions outside any promotional offers and on any remaining balance when they end. We add fees and charges to the most relevant type of balance.,2,41,10.2,False,False,False,True,True,False,False,True,False,,,,,
67,hsbc_credit_card_tandc.txt,"But, if you have a dispute with someone else over a transaction, you must keep making payments to us while youre trying to sort it out. What could happen if you miss payments? Missing payments could make it more difficult to get credit in future.",3,45,6.0,False,False,False,False,True,False,False,True,False,,,,,
68,fca_consumer_credit_guide.txt,"Firms also have to comply with our rules to record, report and, where appropriate, publish certain complaints information. Prudential and client money rules For debt management firms, we have rules requiring firms to hold certain levels of capital (prudential rules) and rules on holding their customers money (client money rules).",2,50,14.7,False,False,False,False,True,False,False,False,True,,,,,
69,barclaycard_general_tandc.txt,"We currently show you compound interest rates, which is interest charged on interest if you dont repay your outstanding balance in full each month. When your simple standard and cash interest rates start to move with the Base Rate, well need to also start showing you the simple interest rate. These will be shown alongside the compound equivalent.",2,50,9.7,False,False,False,True,True,False,False,True,True,,,,,
70,cfpb_consumer_advisory.txt,"If you apply for a lot of credit over a short period of time, it may appear to lenders that your economic circumstances have changed negatively. Review and fact-check your credit report.",2,32,10.2,False,False,False,True,True,False,False,False,False,,,,,
71,bank_of_scotland_cc_tandc.txt,Your APR and Total Amount Payable are calculated at the time the agreement is made. We dont include any introductory or promotional offers or any cashback you could earn.,2,46,9.6,False,False,False,False,True,False,False,False,True,,,,,
72,sec_interest_rate_risk.txt,"For people who are just starting to build their credit or who have students should be encouraged lower credit scores, it may be easier to get a secured loan than an to always look for the most unsecured loan. Secured loans require the borrower to provide up-to-date information.",2,49,12.2,False,False,False,True,True,False,False,False,False,,,,,
73,cfpb_consumer_advisory.txt,Understand how to read your credit report. To learn more about credit reporting in general please visit the CFPBs website. 2. Get a copy of your free credit report from annualcreditreport.com from each of the big nationwide credit reporting companies and review it every year.,3,46,7.8,True,False,False,True,True,False,False,False,False,,,,,
74,fca_consumer_credit_guide.txt,"Firms must have a certain legal status to carry out certain regulated activities. (Does not apply to FCA-only regulated firms, i.e. those that are not also regulated by the Prudential Regulation Authority).",2,43,10.0,False,False,False,False,False,False,False,False,False,,,,,
75,fca_consumer_lending_strategy.txt,"For some consumers, credit will not be the right answer. Access to unaffordable credit is harmful to consumers' financial and personal wellbeing. In instances where prospective consumers are declined credit, we expect firms, as set out in the Consumer Duty Guidance, to provide other forms of support. ",2,50,10.9,False,False,False,False,True,True,False,False,False,,,,,
76,barclaycard_general_tandc.txt,We charge different interest rates on different balances. Your simple standard and cash interest rates will move up and down in line with changes to the Bank of England Base Rate ,2,41,14.0,False,False,False,False,True,False,False,True,True,,,,,
77,cfpb_credit_card_guide.txt,"Credit scores are based on experience over time. The more experience you have using credit responsibly and paying your bills on time, the more information there is to determine whether you are a good credit risk.",2,36,9.8,False,False,False,False,True,False,False,False,False,,,,,
78,hsbc_credit_card_tandc.txt,"Based on that information, we might change our view about whether you can actually repay us. If we do, we may change the rates that apply to you (unless we know that youre at risk of financial difficulties) and we may reduce your credit limit.",2,48,10.2,False,False,False,True,True,False,False,False,False,,,,,
79,cfpb_consumer_advisory.txt,"Review and fact-check your credit report. If you find an error, dispute it with the credit reporting company or the business that furnished the information to the credit reporting company.",2,30,11.1,False,False,False,False,True,False,False,False,False,,,,,
80,nationwide_mortgage_conditions.txt,"Where the debtor has exercised a right to redeem, and has made payment of the whole amount due, or has performed the whole obligations of the debtor under the contract to which the security relates, the creditor shall grant a discharge in the terms prescribed in section 17 of this Act.",2,50,22.1,True,False,False,False,True,False,False,True,False,,,,,
81,sec_interest_rate_risk.txt,"When market interest rates rise, prices of fixed-rate bonds fall. this phenomenon is known as interest rate risk. A seesaw, such as the one pictured below, can help you visualize the relationship between market interest rates and bond prices.",2,44,9.4,False,False,False,False,True,False,False,False,False,,,,,
82,amazon_barclaycard_tandc.txt,"If you do, you will have a credit balance on the account. We can return this to you rather than leaving it in the account. You must give us any information we ask for that is reasonably necessary for this purpose.",2,37,6.7,False,False,False,False,True,False,False,False,False,,,,,
83,fca_consumer_lending_strategy.txt,"In this letter we focus on three portfolios in the Consumer Lending market: High-Cost Lending, Mainstream Consumer Credit Lending and Credit Unions. When we refer to Consumer Lending throughout this letter, we are only referring to these portfolios.",2,38,12.3,False,False,False,False,True,False,False,True,False,,,,,
84,cfpb_consumer_advisory.txt,It simply takes time to repair your credit file. Cant answer questions: The company representative cannot explain the specifics of the services they are offering you or the total cost for those services. Asking a few simple questions can help you determine if you are dealing with a reputable organization.,3,50,10.7,False,False,False,False,True,False,False,True,False,,,,,
85,hsbc_summary_box.txt,Cash Fee 2.99 of the cash or cash-related payment (minimum 3). Default fees If youre late making the minimum payment: 12. If youre over your credit limit (even if weve allowed you to go over),3,36,6.8,True,False,False,False,True,False,False,True,True,,,,,
86,fca_consumer_lending_strategy.txt,"In instances where prospective consumers are declined credit, we expect firms, as set out in the Consumer Duty guidance, to provide other forms of support. Ineffective management of declined credit can increase the risk of consumers going to illegal money lenders as they may not be aware of alternative options.",2,50,14.9,False,False,False,True,True,True,False,False,False,,,,,
87,cfpb_credit_card_guide.txt,"You pay with a credit card from a bank. The bank pays the store for your groceries. The bank sends you the credit card bill, including charges for the groceries.",3,30,3.7,False,False,False,False,True,False,False,True,False,,,,,
88,hsbc_personal_loan_tandc.txt,"The total amount payable by you is the sum of the loan and the interest. What are our rights if you miss a repayment or if we have other concerns? Although the interest is added upfront, we calculate the interest and the APR as if the loan were repaid over time.",2,45,7.2,False,False,False,False,True,False,False,True,False,,,,,
89,fca_consumer_credit_guide.txt,The data we ask for is monstly financial information and information about your transaction volumes. The reporting forms which apply to consumer credit firms are set out in the table below.,2,31,10.6,False,False,False,False,True,False,False,False,False,,,,,
90,cfpb_secured_unsecured_loans.txt,"Preparing for this activity:  While its not necessary, completing the Reading about credit scores activity first may make this one more meaningful. Print a single-sided copy of the Characteristics of secured and unsecured loans game cards in this guide on one color of paper for each student group.",2,48,14.2,False,False,False,True,True,False,False,False,False,,,,,
91,cfpb_secured_unsecured_loans.txt,"Unsecured loan: A loan (such as most types of credit cards) that does not use property as collateral. Lenders consider these loans to be more risky than secured loans, so they may charge a higher rate of interest for them.",2,40,9.6,False,False,False,True,True,False,False,True,False,,,,,
92,cfpb_consumer_advisory.txt,"If you find an error, dispute it with the credit reporting company or the business that furnished the information to the credit reporting company. You can also reach out directly to the credit reporting companies to dispute errors or submit a complaint to the Bureau.",2,45,13.4,False,False,False,False,True,False,False,False,False,,,,,
93,nationwide_savings_tandc.txt,"If we do, when we tell you about the change, well explain how it will affect you. Where your product has a fixed end date, we can still reduce the interest rate, or increase any account fee or charge for any other valid reason which isnt listed above.",2,48,9.7,False,False,False,False,True,False,False,True,False,,,,,
94,nationwide_current_account_tandc.txt,"We may agree to give you an arranged overdraft if you meet the eligibility criteria. If you ask us for an arranged overdraft or to increase an arranged overdraft, we may carry out searches with licensed credit reference agencies before deciding to give you one.",2,46,13.4,False,False,False,True,True,False,False,False,False,,,,,
95,nationwide_savings_tandc.txt,"You dont provide us with information we ask you for about your identity or your tax position. If an account holder dies If youre the sole account holder, well pay the money in your account along with any interest to your personal representatives.",2,43,12.0,False,False,False,False,True,False,False,False,False,,,,,
96,amazon_barclaycard_tandc.txt,"If we increase your credit limit, we will always tell you first and give you 30 days notice unless you have asked for the increase yourself. Your account is designed to be used digitally.",2,32,8.4,True,False,False,True,True,False,False,False,False,,,,,
97,cfpb_credit_card_guide.txt,Suggested activities include Analyzing credit card statements and Managing credit card payments. Measuring student learning Students answers on their worksheets and during discussion can give you a sense of their understanding.,2,31,13.3,False,False,False,False,True,False,True,True,False,,,,,
98,nationwide_savings_tandc.txt,We work out your daily interest rate by dividing the annual interest rate by 365. We then work out your interest based on the amount of money you have in your account at the end of each day.,2,38,8.0,True,False,False,True,True,False,False,False,False,,,,,
99,cfpb_secured_unsecured_loans.txt,"If that trust does not result in repayment, the lender can report late or missing payments to the credit reporting companies, can engage in debt collection, and might sue the borrower. Teaching this activity Whole-class introduction Ask students if they or someone they know has ever lent someone money.",2,49,13.2,False,False,False,False,True,False,False,True,False,,,,,
100,sec_interest_rate_risk.txt,"For a basic explanation of how bonds work and the terminology used to describe them, please see our Investor Bulletin on Corporate Bonds. A fundamental principle of bond investing is that market interest rates and bond prices generally move in opposite directions. This is known as the effect of market interest rates on bond prices and yield.",2,49,11.9,False,False,False,False,True,False,False,False,False,,,,,
