"candidate_id","source_file","text","sentence_count","word_count","fkgl","contains_number","contains_currency","contains_percentage","contains_date_or_time","contains_financial_term","contains_forecast_or_guidance","contains_profit_or_margin_term","contains_cost_or_expense_term","contains_cash_or_balance_sheet_term","text_simplified_reference","annotator_id","confidence","notes","jargon_terms"
"F02693","financial_institution\nationwide_savings_tandc.txt","If you want to bring a court claim about this agreement, the courts of England and Wales can deal with it.","1","21","6.6","False","False","False","False","False","False","False","False","False","","","","","court claim"
"F01065","financial_institution\hsbc_credit_card_tandc.txt","If you don’t pay the monthly instalment and fee by the due date in any month, we’ll move the amount you haven’t paid back to the transaction balance.","1","28","10.5","False","False","False","False","False","False","False","False","False","","","","","monthly instalment, due date, transaction balance"
"F02771","regulatory_guidance\cfpb_credit_card_guide.txt","BUILDING BLOCKS TEACHER GUIDE Getting a credit card and using it wisely Students conduct research to learn about how credit cards work and some tips for using them.","1","28","12.2","False","False","False","False","True","False","False","False","False","","","","",""
"F00943","financial_institution\barclaycard_general_tandc.txt","By ‘additional card’ we mean any card (or cards) we give to additional cardholders under this agreement.","1","17","11.2","False","False","False","False","False","False","False","False","False","","","","","additional card, additional cardholders"
"F02843","regulatory_guidance\cfpb_secured_unsecured_loans.txt","BUILDING BLOCKS TEACHER GUIDE Differentiating between secured and unsecured loans Students explore characteristics of secured or unsecured types of credit by playing a sorting game.","1","25","16.8","False","False","False","False","True","False","False","False","False","","","","","secured loan, unsecured loan"
"F03551","regulatory_guidance\sec_interest_rate_risk.txt","on the other hand, instead of holding the bond to maturity, you might be able to sell the bond and reinvest the proceeds into another bond that pays a higher coupon rate.","1","32","14.2","False","False","False","False","True","False","False","False","False","","","","","bond, maturity, proceeds, coupon rate"
"F01557","financial_institution\nationwide_current_account_tandc.txt","If you are joint account holders and request an arranged overdraft or a change to an arranged overdraft to be put in place immediately or over the telephone, you agree that we can give all the information we are required to disclose to just one of you.","1","47","20.3","False","False","False","False","False","False","False","False","False","","","","","joint account holders, arranged overdraft"
"F00047","financial_institution\amazon_barclaycard_tandc.txt","or tell us at any time if you want to reduce your credit limit. We won’t increase your credit limit if we think you can’t afford to make the repayments.","2","30","6.0","False","False","False","False","True","False","False","False","False","","","","","credit limit"
"F00752","financial_institution\barclaycard_general_tandc.txt","We will explain more simple standard and cash interest rates start to move with the Base Rate, we’ll need about this in the ‘Changes due to the Bank of England Base Rate’ section.","1","33","11.9","False","False","False","False","True","False","False","False","True","","","","","cash interest rate, Base Rate, Bank of England Base Rate"
"F01385","financial_institution\hsbc_personal_loan_tandc.txt","We are the day after you tell us that you want to withdraw, together a financial services organisation and banking institution with interest for each day until you repay.","1","29","15.3","False","False","False","False","False","False","False","False","False","","","","",""
"F01412","financial_institution\hsbc_summary_box.txt","Instalment plans Before you take out an instalment plan, we'll tell you the fees that apply.","1","16","6.9","False","False","False","False","False","True","False","False","False","","","","","instalment plan"
"F01411","financial_institution\hsbc_summary_box.txt","It will be the highest of the following options: (i) interest added to the account since your last statement; plus (ii) any default charges (this is a charge that applies where you've broken the agreement, for example, you pay late); plus (iii) 1% of the rest of the amount you owe.","1","51","20.3","True","False","True","False","True","False","False","True","False","","","","","default charges"
"F02816","regulatory_guidance\cfpb_credit_card_guide.txt","Keep in mind that students’ answers may vary. The important thing is for students to have reasonable justification for their answers.","2","21","8.2","False","False","False","False","False","False","False","False","False","","","","",""
"F02520","financial_institution\nationwide_savings_tandc.txt","If this happens, we’ll look into it and if we reasonably think the request is valid, we’ll stop you from taking the money out and try to contact you.","1","29","11.6","False","False","False","False","False","False","False","False","False","","","","",""
"F02799","regulatory_guidance\cfpb_credit_card_guide.txt","financial-education-glossary/. ° Credit card: An open-ended loan that allows you to borrow money up to a certain limit and carry over an unpaid balance from month to month.","1","28","15.5","False","False","False","False","True","False","False","False","False","","","","","open-ended loan, unpaid balance"
"F01337","financial_institution\hsbc_personal_loan_tandc.txt","The agreement will start on that day and will end when notice in writing or by telephone.","1","17","7.0","False","False","False","False","False","False","False","False","False","","","","",""
"F02780","regulatory_guidance\cfpb_credit_card_guide.txt","This activity may include accommodations and special needs to ensure information students need to understand before exploring this topic in more detail.","1","22","16.1","False","False","False","False","False","False","False","False","False","","","","",""
"F03512","regulatory_guidance\fca_consumer_lending_strategy.txt","We look forward to working with you all to continue to improve standards, access, and consumer outcomes.","1","17","9.8","False","False","False","False","False","False","False","False","False","","","","","consumer outcomes"
"F01173","financial_institution\hsbc_credit_card_tandc.txt","5.2 We’ll refuse to authorise a transaction if we have a reason to believe it’s for gambling.","2","17","9.1","True","False","False","False","False","False","False","False","False","","","","","authorise a transaction"
"F01192","financial_institution\hsbc_credit_card_tandc.txt","To the minimum payment for that month 3rd To any monthly instalment (or instalments) and instalment plan fees 4th To the rest of the transaction balance.","2","26","12.7","True","False","False","False","False","True","False","False","False","","","","","minimum payment, monthly instalment, instalment plan fees, transaction balance"
"F03407","regulatory_guidance\fca_consumer_lending_strategy.txt","We expect you to regularly monitor outcomes and where systemic issues are identified, to notify us.","1","16","13.5","False","False","False","False","False","True","False","False","False","","","","","systemic issues"
"F01362","financial_institution\hsbc_personal_loan_tandc.txt","more difficult for you to borrow in future); • restrict access to credit on other accounts you have with us What should you do if your details change?","1","28","11.1","False","False","False","False","True","False","False","False","False","","","","",""
"F02369","financial_institution\nationwide_mortgage_conditions.txt","We may do this to: If we send We’ll send it to… We’ll assume you’ve • take account of any decision by a court or ombudsman it by… received it… • reflect legal or regulatory requirements Post The address you’ve Within two working We’ll make sure any change is proportionate to the reason for given us days after posting it making it and we’ll give you at least three months’ notice.","1","71","28.4","False","False","False","False","True","False","False","False","False","","","","","ombudsman, regulatory requirements"
"F03478","regulatory_guidance\fca_consumer_lending_strategy.txt","We expect the Government to consult on more detailed policy proposals this year.","1","13","9.4","False","False","False","False","False","True","False","False","False","","","","",""
"F00026","financial_institution\amazon_barclaycard_tandc.txt","You can’t change your payment date if • Cash withdrawals (this includes any fees other you’ve changed it twice in the last 12 months, or you’ve already changed it people or organisations may charge for the during the previous statement period. withdrawal)","1","42","18.8","True","False","False","False","False","False","False","True","True","","","","","cash withdrawal, statement period"
"F01415","financial_institution\hsbc_summary_box.txt","If you’re over your credit limit (even if we’ve allowed you to go over): £12. £5.","1","16","6.9","True","True","False","False","True","False","False","False","False","","","","","credit limit"
"F03442","regulatory_guidance\fca_consumer_lending_strategy.txt","Given market conditions, we are aware that there is an additional strain for some firms to attract and retain new Board members and Directors.","1","24","12.0","False","False","False","False","False","False","False","False","False","","","","",""
"F02279","financial_institution\nationwide_mortgage_conditions.txt","For example, you may includes site clearance, professional fees and any legal and have the right to extend your lease, or claim on a guarantee or title regulatory requirements.","1","29","15.3","False","False","False","False","True","False","False","False","False","","","","","site clearance, lease, guarantee, title, regulatory requirements"
"F03380","regulatory_guidance\fca_consumer_lending_strategy.txt","We understand that the credit risk of lending to certain cohorts of consumers is greater, and this may be reflected in higher product prices.","1","24","12.5","False","False","False","False","True","False","False","False","False","","","","","credit risk"
"F01977","financial_institution\nationwide_current_account_tandc.txt","Payments ask the recipient’s Euro Payments Area. form, we may call you are made on working bank to return the to confirm the payment days only.","2","26","7.2","False","False","False","False","False","False","True","False","False","","","","","SEPA Credit Transfer, Single Euro Payments Area (SEPA), recipient's bank"
"F00145","financial_institution\amazon_barclaycard_tandc.txt","If we refuse a transaction but you’re not sure why, you can get in touch with • If we reasonably consider that the change will benefit you or isn’t to your us to find out.","1","35","13.3","False","False","False","False","False","False","False","False","False","","","","",""
"F00683","financial_institution\bank_of_scotland_cc_tandc.txt","We can close the account by writing to you. We’ll usually give you at least two months’ written notice, but we can close your account and ask you to repay everything you owe straight away for these reasons: •","2","39","7.7","False","False","False","False","False","False","False","False","False","","","","",""
"F00061","financial_institution\amazon_barclaycard_tandc.txt","Your interest is calculated on a daily basis and added to your We’ll give you notice in line with these terms and conditions if we do this.","1","27","11.1","False","False","False","False","False","False","False","False","False","","","","","daily interest"
"F02400","financial_institution\nationwide_mortgage_conditions.txt","Exercise of right of redemption (4) When a notice of redemption states that a specified amount will be repaid and it is subsequently ascertained 11.","1","25","13.5","True","False","False","False","False","False","False","False","False","","","","","right of redemption, notice of redemption"
"F02536","financial_institution\nationwide_savings_tandc.txt","Our savings products don’t allow you to make withdrawals by setting up a direct debit or standing order.","1","18","10.4","False","False","False","False","False","False","False","False","False","","","","","direct debit, standing order"
"F02833","regulatory_guidance\cfpb_credit_card_guide.txt","° A secured credit card should give information to the three national credit reporting companies.","2","15","11.8","False","False","False","False","True","False","False","False","False","","","","","secured credit card, credit reporting companies"
"F00158","financial_institution\amazon_barclaycard_tandc.txt","If you stop using your card, changes that only apply if you regulation, code or other duty that applies to us, or could expose us or use the card won’t affect you, but other changes will apply until you’ve repaid other Barclays companies to action or criticism from any government, the full balance.","1","53","23.6","False","False","False","False","False","False","False","False","False","","","","",""
"F03121","regulatory_guidance\fca_consumer_credit_guide.txt","We have a register37 of the firms we regulate on our website.","1","12","6.8","True","False","False","False","False","False","False","False","False","","","","",""
"F00384","financial_institution\bank_of_scotland_cc_tandc.txt","Your APR and Total Amount Payable are calculated at the time the agreement is made.","1","15","9.1","False","False","False","False","False","False","False","False","True","","","","","APR, Total Amount Payable"
"F02910","regulatory_guidance\cfpb_secured_unsecured_loans.txt","Unexpected expenses Automobile repairs Wedding expenses (unsecured loan) (unsecured loan) (unsecured loan)","1","12","18.6","False","False","False","False","True","False","False","True","False","","","","","unsecured loan"
"F02855","regulatory_guidance\cfpb_secured_unsecured_loans.txt","What you’ll need THIS TEACHER GUIDE § Differentiating between secured and unsecured loans (guide) cfpb_building_block_activities_differentiating-secured-unsecured-loans_guide.pdf STUDENT MATERIALS § “Characteristics of secured and unsecured loans” game cards and “Items you can purchase with secured or unsecured loans” game cards (in this guide)","1","41","17.7","False","False","False","False","True","False","False","False","False","","","","","secured loan, unsecured loan"
"F03063","regulatory_guidance\fca_consumer_credit_guide.txt","The consumer credit authorisation section30 of our website gives more information about becoming authorised.","1","14","16.8","True","False","False","False","True","False","False","False","False","","","","","consumer credit authorisation, authorised"
"F02759","regulatory_guidance\cfpb_consumer_advisory.txt","Credit scores are based on experience over time.","1","8","6.7","False","False","False","False","True","False","False","False","False","","","","","credit score"
"F00454","financial_institution\bank_of_scotland_cc_tandc.txt","B1.3 What to do if your circumstances change Let us know as soon as possible if your circumstances change in a way that may affect your finances.","1","27","11.5","True","False","False","False","False","False","False","False","False","","","","",""
"F02874","regulatory_guidance\cfpb_secured_unsecured_loans.txt","When many factors are equal (e.g., income, job history), secured credit may be easier to get than unsecured.","1","18","7.6","False","False","False","False","True","False","False","False","False","","","","","secured credit, unsecured credit"
"F02746","regulatory_guidance\cfpb_consumer_advisory.txt","3. Address your errors. If you find incorrect information on your credit file, use this sample letter and template to dispute with the three credit report companies, and this sample letter to dispute and template with a furnishing company, such as a bank.","2","43","11.2","True","False","False","False","True","False","False","False","False","","","","","credit file, credit report companies, furnishing company"
"F01783","financial_institution\nationwide_current_account_tandc.txt","Cheques are the only form of payment that can be sent to us in the post – we do not accept other forms of payment sent to us in the post.","1","31","9.9","False","False","False","False","False","False","False","False","False","","","","",""
"F02710","regulatory_guidance\cfpb_consumer_advisory.txt","The fees these types of companies may charge are often high. You also can’t remove negative information if it’s accurate, and you might end up paying for no results.","2","29","7.6","False","False","False","False","False","False","False","True","False","","","","",""
"F02861","regulatory_guidance\cfpb_secured_unsecured_loans.txt","Lenders may offer people with higher credit scores unsecured loans.","1","10","8.4","False","False","False","False","True","False","False","False","False","","","","","lender, credit score, unsecured loan"
"F02818","regulatory_guidance\cfpb_credit_card_guide.txt","If you get a credit card, why is it important to look for one that has a low interest rate?","1","20","6.4","False","False","False","False","True","False","False","False","False","","","","","interest rate"
"F02714","regulatory_guidance\cfpb_consumer_advisory.txt","These companies must follow numerous federal laws, including the Credit Repair Organizations Act and often the Telemarketing Sales Rule, both of which forbid credit repair organizations from using deceptive practices and from accepting up- front fees.","1","36","21.4","False","False","False","False","True","False","False","False","False","","","","","Credit Repair Organizations Act, Telemarketing Sales Rule, credit repair organizations, upfront fees"
"F02519","financial_institution\nationwide_savings_tandc.txt","If someone pays money into your account by mistake, we may be asked to pay it back.","1","17","6.3","False","False","False","False","False","False","False","False","False","","","","",""
"F02738","regulatory_guidance\cfpb_consumer_advisory.txt","Think about these questions before you decide whether to use a credit repair company: ","1","15","9.3","False","False","False","False","True","False","False","False","False","","","","","credit repair company"
"F00976","financial_institution\barclaycard_general_tandc.txt","Getting in touch We’ll only ever communicate with you in English.","1","11","8.0","False","False","False","False","False","False","False","False","False","","","","",""
"F02717","regulatory_guidance\cfpb_consumer_advisory.txt","Demands payment upfront: The company wants you to pay before it provides any services.","1","14","10.1","False","False","False","False","False","False","False","False","False","","","","",""
"F03316","regulatory_guidance\fca_consumer_lending_strategy.txt","The market works well when we see firms lending affordably and sustainably, mitigating the risk of poor consumer outcomes, and providing appropriate assistance to consumers facing financial hardship.","1","28","18.1","False","False","False","False","False","False","False","False","False","","","","","consumer outcomes, financial hardship"
"F00903","financial_institution\barclaycard_general_tandc.txt","We’ll split the purchase plan over the length of the term you have chosen to calculate your monthly purchase plan instalments.","1","21","9.5","False","False","False","False","False","True","False","False","False","","","","","purchase plan, term, monthly instalments"
"F03550","regulatory_guidance\sec_interest_rate_risk.txt","The bond’s price may change, but you will be paid the stated interest rate, as well as the face value of the bond, upon maturity.","1","25","9.3","False","False","False","False","True","False","False","False","False","","","","","bond, face value, maturity"
"F02905","regulatory_guidance\cfpb_secured_unsecured_loans.txt","If you have no credit history or are rebuilding your credit, Usually have lower Less risky to lenders you’re more likely to be interest rates (secured loan) approved for this type of loan (secured loan) (secured loan)","1","37","16.4","False","False","False","False","True","False","False","False","False","","","","","credit history, interest rate, secured loan"
"F03541","regulatory_guidance\sec_interest_rate_risk.txt","All other features of the two bonds—when they mature, their level of credit risk, and so on—are the same.","1","19","6.7","False","False","False","False","True","False","False","False","False","","","","","bond, credit risk"
"F02735","regulatory_guidance\cfpb_consumer_advisory.txt","The first step is to get your free annual credit report from one or more of the three nationwide credit-reporting companies to identify any errors.","1","25","13.5","False","False","False","False","True","False","False","False","False","","","","","annual credit report, credit-reporting companies"
"F02389","financial_institution\nationwide_mortgage_conditions.txt","subjects at all reasonable times. (3) All expenses and charges (including any interest thereon), reasonably incurred by the creditor in the exercise of a right conferred by this condition, shall be recoverable from the debtor and shall be deemed to be secured by the security subjects under the standard security, and the rate of any such interest shall be the rate in force at the relevant time in respect of advances secured by the security, or, where no such rate is prescribed, shall be the bank rate in force at the relevant time.","2","93","20.9","True","False","False","False","True","False","False","True","False","","","","","creditor, debtor, security subjects, standard security, bank rate"
"F01410","financial_institution\hsbc_summary_box.txt","How we calculate minimum repayments Here’s how we work out the amount of your minimum repayment.","1","16","10.6","False","False","False","False","False","False","False","False","False","","","","","minimum repayment"
"F01349","financial_institution\hsbc_personal_loan_tandc.txt","We charge a fixed amount of interest which we add to the loan when we open the loan account.","1","19","6.1","False","False","False","False","True","False","False","True","False","","","","","loan account"
"F02922","regulatory_guidance\fca_consumer_credit_guide.txt","In the event that there are differences between this guide and the applicable rules and guidance, the rules and guidance take precedence.","1","22","11.2","False","False","False","False","False","True","False","False","False","","","","",""
"F00445","financial_institution\bank_of_scotland_cc_tandc.txt","If you go over it, you’ll need to repay the amount above it straight away.","1","15","6.0","False","False","False","False","False","False","False","False","False","","","","",""
"F02165","financial_institution\nationwide_mortgage_conditions.txt","If we’ve transferred any of our rights under the mortgage to someone else, ‘we’ may also refer to the person we’ve transferred them to.","1","24","10.5","False","False","False","False","False","False","False","False","False","","","","","mortgage"
"F00713","financial_institution\bank_of_scotland_cc_tandc.txt","These exceptions don’t apply to losses caused by us acting fraudulently or carelessly, or any other liability that the law stops us limiting or excluding.","1","25","15.4","False","False","False","False","True","False","False","False","False","","","","","liability"
"F02897","regulatory_guidance\cfpb_secured_unsecured_loans.txt","Some items could fall into either category, so have students discuss which characteristics they used to make their choice.","1","19","11.1","False","False","False","False","False","False","False","False","False","","","","",""
"F02847","regulatory_guidance\cfpb_secured_unsecured_loans.txt","This activity may include information students need to understand before meaningful way.","1","12","13.7","False","False","False","False","False","False","False","False","False","","","","",""
"F02991","regulatory_guidance\fca_consumer_credit_guide.txt","Outcome 2: Products and services marketed and sold in the retail market are designed to meet the needs of identified consumer groups and are targeted accordingly.","1","26","15.0","True","False","False","False","False","False","False","False","False","","","","",""
"F02768","regulatory_guidance\cfpb_consumer_advisory.txt","If you have more questions about credit reports and scores, check out Ask CFPB, our online database of frequently asked financial questions and answers.","1","24","12.9","False","False","False","False","True","False","False","False","False","","","","","credit report, credit score"
"F01400","financial_institution\hsbc_summary_box.txt","APR Representative 29.9% APR variable Interest rates Introductory Rate Monthly Rate Annual Rate Purchases N/A 2.207% 29.9% Cash advances N/A 2.592% 35.9% Balance transfers N/A 2.207% 29.9% Interest-free period Maximum 56 days for purchases if you pay your transaction balance (the amount you owe excluding any instalment plan) in full and on time.","1","53","9.0","True","False","True","False","True","True","False","False","True","","","","","APR, representative APR, variable interest rate, introductory rate, monthly rate, annual rate, cash advance, balance transfer, interest-free period, transaction balance, instalment plan"
"F03518","regulatory_guidance\sec_interest_rate_risk.txt","(Many bonds pay a fixed rate of interest throughout their term; interest payments are called coupon payments, and the interest rate is called the coupon rate.)","1","26","10.4","False","False","False","False","True","False","False","False","False","","","","","bond, coupon payments, coupon rate"
"F03455","regulatory_guidance\fca_consumer_lending_strategy.txt","We expect you to have implemented and embedded the Duty for open products and services and be preparing to apply the Duty to your closed books.","1","26","13.2","False","False","False","False","False","True","False","False","False","","","","","Consumer Duty, open products, closed books"
"F02287","financial_institution\nationwide_mortgage_conditions.txt","You must use this to fix any related problems, or to reduce or pay off the money you owe us.","1","20","7.6","False","False","False","False","False","False","False","False","False","","","","",""
"F03517","regulatory_guidance\sec_interest_rate_risk.txt","Interest rate risk is common to all bonds, particularly bonds with a fixed rate coupon, even u.s. treasury bonds.","1","19","9.8","False","False","False","False","True","False","False","False","False","","","","","interest rate risk, bond, fixed rate coupon, U.S. Treasury bond"
"F02805","regulatory_guidance\cfpb_credit_card_guide.txt","° Grace period: The number of days you have to pay your bill in full before finance charges start.","2","19","7.2","False","False","False","False","False","False","False","True","False","","","","","grace period, finance charges"
